ID,dataset,NPR1,NPR2
DB00500,drugbank,0.19951110445341064,0.9106697759293266
DB00498,drugbank,0.27169546147756873,0.9311360361794486
DB00501,drugbank,0.11165761363652019,0.939774652792402
DB00504,drugbank,0.45058541580985734,0.8029021656755321
DB00502,drugbank,0.050810959693159484,0.9810444015058979
DB00503,drugbank,0.4126847922488227,0.8343924828139364
DB00505,drugbank,0.4429626841153873,0.7750217368896739
DB00508,drugbank,0.4698216592131308,0.7121224771457906
DB00507,drugbank,0.20492656297505024,0.8573389009139714
DB00513,drugbank,0.09650428140018368,0.9705737120769549
DB00511,drugbank,0.07997657261931067,0.9634800597559182
DB00517,drugbank,0.23707421739522155,0.9003567303047909
DB00518,drugbank,0.09686104723596675,0.9563987471778086
DB00496,drugbank,0.2419537338382547,0.9036946989431387
DB00514,drugbank,0.445459770350882,0.8336348658286469
DB00519,drugbank,0.3576108287569504,0.8905319504358254
DB00523,drugbank,0.16997146188811738,0.8822199427866546
DB00521,drugbank,0.12798124718675874,0.9488586223029039
DB00524,drugbank,0.1876019199103437,0.9040093639253235
DB00525,drugbank,0.3156617873557039,0.8073815548734626
DB00529,drugbank,0.5192951610384957,0.8546640782273609
DB00527,drugbank,0.22105377392833572,0.8476908432454174
DB00526,drugbank,0.4542392466831561,0.6335012718040206
DB00528,drugbank,0.4289319683224333,0.9520385367112397
DB00530,drugbank,0.2686396025304136,0.8165171046390836
DB00532,drugbank,0.43873715497552235,0.951859623061447
DB00531,drugbank,0.5361930300284805,0.7447288187737876
DB00536,drugbank,0.455232919067391,0.5447670809327579
DB00533,drugbank,0.25409387839879616,0.8162278918142652
DB00535,drugbank,0.160340417458909,0.9419822460147292
DB00537,drugbank,0.22707579785845539,0.8115385751614891
DB00539,drugbank,0.2764907899201333,0.8177830134972291
DB00538,drugbank,0.2698122804028111,0.8510675594939183
DB00540,drugbank,0.4266848210181106,0.7348085230324334
DB00543,drugbank,0.41852567672990965,0.6751742793541227
DB00544,drugbank,0.30371048309435095,0.6962895169861991
DB00542,drugbank,0.4034969843085392,0.783646503034343
DB00545,drugbank,0.19383654318399302,0.8591151381877402
DB00546,drugbank,0.5910709188847091,0.7717438907828386
DB00548,drugbank,0.17905109024605315,0.9453716338840578
DB00541,drugbank,0.3802139434380404,0.8820203570302186
DB00549,drugbank,0.19210721733065542,0.8881568755478387
DB00551,drugbank,0.3048891839568795,0.7135210340309965
DB00550,drugbank,0.3179614375833446,0.7259466810859971
DB00547,drugbank,0.19228088481518185,0.9268285612430134
DB00553,drugbank,0.29382823093424865,0.7082036387248224
DB00556,drugbank,0.5673102074066881,0.9410341162920615
DB00554,drugbank,0.18957484836858063,0.8931342869780611
DB00555,drugbank,0.23938454779426757,0.8608583047956607
DB00558,drugbank,0.4809716487408585,0.6824721627195705
DB00552,drugbank,0.21648927656855252,0.8368543429776354
DB00559,drugbank,0.40948944576025703,0.8155255860707916
DB00560,drugbank,0.19216093993219116,0.9591392280582715
DB00561,drugbank,0.4976789519924183,0.9243804749453965
DB00557,drugbank,0.26857937725885184,0.8366300978693965
DB00563,drugbank,0.17352780930230816,0.9038757723857278
DB00564,drugbank,0.45910542723697173,0.7921242776351501
DB00562,drugbank,0.23153174671682025,0.9552366738332967
DB00566,drugbank,0.554010550242676,0.9053957789376607
DB00565,drugbank,0.15557844313307725,0.9423457128051351
DB00567,drugbank,0.28249021648729894,0.8775888682219763
DB00571,drugbank,0.1308091360869004,0.9277206945312224
DB00570,drugbank,0.42380397012303733,0.8938842475665177
DB00568,drugbank,0.1831908191493155,0.8947337364907385
DB00573,drugbank,0.19493960127684187,0.954587833012642
DB00575,drugbank,0.4166418915020934,0.701691922660246
DB00576,drugbank,0.3652490341014502,0.7810706939801674
DB00574,drugbank,0.2133760854736993,0.87480712906025
DB00578,drugbank,0.2539860064665563,0.8876985226709274
DB00580,drugbank,0.29843393166314225,0.7685354954697659
DB00581,drugbank,0.2864232994863515,0.9394503001024999
DB00577,drugbank,0.1521271374601149,0.9850326051607231
DB00579,drugbank,0.31375879844222604,0.8486750085348024
DB00582,drugbank,0.5830182602576024,0.7947411924884215
DB00583,drugbank,0.29092159083771457,0.887944281786293
DB00584,drugbank,0.29169459139415516,0.8836199292246962
DB00585,drugbank,0.20176684134949036,0.9228202168652115
DB00586,drugbank,0.44340557974573463,0.7936055882040621
DB00588,drugbank,0.28764549875388395,0.9665825288845324
DB00587,drugbank,0.15415226873956833,0.9006569843455403
DB00589,drugbank,0.20696539644596404,0.9336574071541317
DB00522,drugbank,0.2001418726884925,0.8423398917618238
DB00593,drugbank,0.3977747502084439,0.8725889091375896
DB00592,drugbank,0.5722449122677096,0.5812230220486991
DB00590,drugbank,0.11736042052490867,0.9322685503982043
DB00596,drugbank,0.2067479106863513,0.9048637760730892
DB00594,drugbank,0.25434435078201983,0.7646533949447645
DB00597,drugbank,0.5841255889575075,0.6305647340923056
DB00599,drugbank,0.3751577422616758,0.9271820620371427
DB00600,drugbank,0.08503096277520739,0.9894675953535446
DB00598,drugbank,0.16052899710537216,0.9640429470593752
DB00601,drugbank,0.08072218928072032,0.9537253225465305
DB00603,drugbank,0.2577855842787424,0.9924887599196129
DB00591,drugbank,0.28460292687670374,0.9308132933107661
DB00605,drugbank,0.21740977066397033,0.8652753850271385
DB00606,drugbank,0.1836476623839322,0.8794272910590547
DB00604,drugbank,0.07706395958511221,0.9565675699414447
DB00608,drugbank,0.17158284482837474,0.9462462903333618
DB00602,drugbank,0.274702555332691,0.8164634636633303
DB00607,drugbank,0.34070582061189086,0.8088384950700871
DB00610,drugbank,0.2885346847498429,0.8995637751635144
DB00609,drugbank,0.2929566420417327,0.7583183027256672
DB00612,drugbank,0.05150563876347092,0.9824111399619074
DB00613,drugbank,0.15936765418694812,0.9819948526215095
DB00614,drugbank,0.088057989803115,0.9191484828910704
DB00611,drugbank,0.32080861982302944,0.8569161348148921
DB00615,drugbank,0.6140439452592817,0.8349789392939524
DB00617,drugbank,0.5883639871866976,0.86176724367761
DB00616,drugbank,0.35306124426814706,0.744497540796013
DB00618,drugbank,0.34336354849852657,0.9243297077643629
DB00620,drugbank,0.23805992087991193,0.9213469105610014
DB00619,drugbank,0.2316166718110971,0.8588655591824068
DB00622,drugbank,0.2635446503171661,0.9336324608488851
DB00624,drugbank,0.18285830482199558,0.9061765246737001
DB00623,drugbank,0.30182109290396003,0.7841996528776489
DB00625,drugbank,0.6362398420679013,0.6646946568961825
DB00627,drugbank,0.23386495321532558,0.7661350467846877
DB00621,drugbank,0.18238390704936464,0.9237985936444438
DB00630,drugbank,0.5005949630518277,0.7964147021300089
DB00629,drugbank,0.3401021916668561,0.7369088420504212
DB00628,drugbank,0.48747163232289453,0.6715465185021806
DB00631,drugbank,0.2623730250839355,0.8126450024770848
DB00632,drugbank,0.10289839191477561,0.9342943639707554
DB00634,drugbank,0.18662203592321688,0.9729718562085785
DB00633,drugbank,0.29731831960763727,0.9393267626504235
DB00636,drugbank,0.2142247675342033,0.8820681753216495
DB00639,drugbank,0.3019617420622646,0.8291363067550503
DB00635,drugbank,0.1851839602237527,0.9311922430016751
DB00637,drugbank,0.22978609081697604,0.8387341118945808
